20220408170839647330
time,paddleA_position,paddleB_position,ball_xposition,ball_yposition,ball_angle,ball_velocity,sync_count
1.316150188446045,338,338,33,368,0,0,0
1.3335182666778564,338,338,33,368,0,0,0
1.350175142288208,338,338,33,368,0,0,0
1.3655641078948975,338,338,33,368,0,0,0
1.3834812641143799,338,338,33,368,0,0,0
1.400500774383545,338,338,33,368,0,0,0
1.4175467491149902,338,338,33,368,0,0,0
1.434086561203003,338,338,33,368,0,0,0
1.4510278701782227,338,338,33,368,0,0,0
1.4675936698913574,338,338,33,368,0,0,0
1.484079122543335,338,338,33,368,0,0,0
1.5005168914794922,338,338,33,368,0,0,0
1.5174493789672852,338,338,33,368,0,0,0
1.5339686870574951,338,338,33,368,0,0,0
1.551056146621704,338,338,33,368,0,0,0
1.5675725936889648,338,338,33,368,0,0,0
1.5841188430786133,338,338,33,368,0,0,0
1.600515365600586,338,338,33,368,0,0,0
1.6175274848937988,338,338,33,368,0,0,0
1.63409423828125,338,338,33,368,0,0,0
1.6515560150146484,338,338,33,368,0,0,0
1.6681475639343262,338,338,33,368,0,0,0
1.6840696334838867,338,338,33,368,0,0,0
1.7001125812530518,338,338,33,368,0,0,0
1.7155592441558838,338,338,33,368,0,0,0
1.732074499130249,338,338,33,368,0,0,0
1.747556209564209,338,338,33,368,0,0,0
1.764796257019043,338,338,33,368,0,0,0
1.7814345359802246,338,338,33,368,0,0,0
1.798081398010254,338,338,33,368,0,0,0
1.8155243396759033,338,338,33,368,0,0,0
1.833080530166626,338,338,33,368,0,0,0
1.8494479656219482,338,338,33,368,0,0,0
1.8661251068115234,338,338,33,368,0,0,0
1.8824710845947266,338,338,33,368,0,0,0
1.8995511531829834,338,338,33,368,0,0,0
1.9161169528961182,338,338,33,368,0,0,0
1.932832956314087,338,338,33,368,0,0,0
1.9492628574371338,338,338,33,368,0,0,0
1.9660842418670654,338,338,33,368,0,0,0
1.9829609394073486,338,338,33,368,0,0,0
1.9993889331817627,338,338,33,368,0,0,0
2.015964984893799,338,338,33,368,0,0,0
2.0324347019195557,338,338,33,368,0,0,0
2.0491085052490234,338,338,33,368,0,0,0
2.064666986465454,338,338,33,368,0,0,0
2.082603931427002,338,338,33,368,0,0,0
2.0983262062072754,338,338,33,368,0,0,0
2.114638328552246,338,338,33,368,0,0,0
2.1305270195007324,338,338,33,368,0,0,0
2.1480660438537598,338,338,33,368,0,0,0
2.1626551151275635,338,338,33,368,0,0,0
2.1801323890686035,338,338,33,368,0,0,0
2.197150230407715,338,338,33,368,0,0,0
2.2125844955444336,338,338,33,368,0,0,0
2.2285983562469482,338,338,33,368,0,0,0
2.2448971271514893,338,338,33,368,0,0,0
2.2618911266326904,338,338,33,368,0,0,0
2.278940439224243,338,338,33,368,0,0,0
2.2955548763275146,338,338,33,368,0,0,0
2.3120033740997314,338,338,33,368,0,0,0
2.3281328678131104,338,338,33,368,0,0,0
2.345567226409912,338,338,33,368,0,0,0
2.3621504306793213,338,338,33,368,0,0,0
2.3791518211364746,338,338,33,368,0,0,0
2.394566297531128,338,338,33,368,0,0,0
2.4108128547668457,338,338,33,368,0,0,0
2.427229881286621,338,338,33,368,0,0,0
2.4445621967315674,338,338,33,368,0,0,0
2.4614980220794678,338,338,33,368,0,0,0
2.478132486343384,338,338,33,368,0,0,0
2.495461940765381,338,338,33,368,0,0,0
2.513120174407959,338,338,33,368,0,0,0
2.5301833152770996,338,338,33,368,0,0,0
2.5471348762512207,338,338,33,368,0,0,0
2.5645639896392822,338,338,33,368,0,0,0
2.580169916152954,338,338,33,368,0,0,0
2.597121238708496,338,338,33,368,0,0,0
2.6124048233032227,338,338,33,368,0,0,0
2.629549741744995,338,338,33,368,0,0,0
2.6475398540496826,338,338,33,368,0,0,0
2.663611888885498,338,338,33,368,0,0,0
2.6804230213165283,338,338,33,368,0,0,0
2.6953983306884766,338,338,33,368,0,0,0
2.7131216526031494,338,338,33,368,0,0,0
2.7299156188964844,338,338,33,368,0,0,0
2.7451632022857666,338,338,33,368,0,0,0
2.7620558738708496,338,338,33,368,0,0,0
2.780517339706421,338,338,33,368,0,0,0
2.796189785003662,338,338,33,368,0,0,0
2.8125686645507812,338,338,33,368,0,0,0
2.827834367752075,338,338,33,368,0,0,0
2.844618558883667,338,338,33,368,0,0,0
2.860159158706665,338,338,33,368,0,0,0
2.8765933513641357,338,338,33,368,0,0,0
2.8918869495391846,338,338,33,368,0,0,0
2.908613443374634,338,338,33,368,0,0,0
2.925570249557495,338,338,33,368,0,0,0
2.9425411224365234,338,338,33,368,0,0,0
2.959056854248047,338,338,33,368,0,0,0
2.9751338958740234,338,338,33,368,0,0,0
2.992163896560669,338,338,33,368,0,0,0
3.0071539878845215,338,338,33,368,0,0,0
3.023074150085449,338,338,33,368,0,0,0
3.0399861335754395,338,338,33,368,0,0,0
3.0561001300811768,338,338,33,368,0,0,0
3.0721073150634766,338,338,33,368,0,0,0
3.0890848636627197,338,338,33,368,0,0,0
3.1059510707855225,338,338,33,368,0,0,0
3.1224050521850586,338,338,33,368,0,0,0
3.140105724334717,338,338,33,368,0,0,0
3.155914306640625,338,338,33,368,0,0,0
3.1715445518493652,338,338,33,368,0,0,0
3.1881113052368164,338,338,33,368,0,0,0
3.2050652503967285,338,338,33,368,0,0,0
3.2210073471069336,338,338,33,368,0,0,0
3.2375223636627197,338,338,33,368,0,0,0
3.253864288330078,338,338,33,368,0,0,0
3.2710578441619873,338,338,33,368,0,0,0
3.2875447273254395,338,338,33,368,0,0,0
3.3040053844451904,338,338,33,368,0,0,0
3.3202884197235107,338,338,33,368,0,0,0
3.3363125324249268,338,338,33,368,0,0,0
3.35373854637146,338,338,33,368,0,0,0
3.3704118728637695,338,338,33,368,0,0,0
3.387580156326294,338,338,33,368,0,0,0
3.404088020324707,338,338,33,368,0,0,0
3.420090436935425,338,338,33,368,0,0,0
3.4356167316436768,338,338,33,368,0,0,0
3.4522788524627686,338,338,33,368,0,0,0
3.4681854248046875,338,338,33,368,0,0,0
3.4839744567871094,338,338,33,368,0,0,0
3.5004310607910156,338,338,33,368,0,0,0
3.5168533325195312,338,338,33,368,0,0,0
3.5335659980773926,338,338,33,368,0,0,0
3.550140380859375,338,338,33,368,0,0,0
3.567469835281372,338,338,33,368,0,0,0
3.584113121032715,338,338,33,368,0,0,0
3.6014926433563232,338,338,33,368,0,0,0
3.6178929805755615,338,338,33,368,0,0,0
3.6355137825012207,338,338,33,368,0,0,0
3.6519060134887695,338,338,33,368,0,0,0
3.6690781116485596,338,338,33,368,0,0,0
3.685504913330078,338,338,33,368,0,0,0
3.7021682262420654,338,338,33,368,0,0,0
3.7179582118988037,338,338,33,368,0,0,0
3.7345569133758545,338,338,33,368,0,0,0
3.751497983932495,338,338,33,368,0,0,0
3.7681310176849365,338,338,33,368,0,0,0
3.7855029106140137,338,338,33,368,0,0,0
3.8024635314941406,338,338,33,368,0,0,0
3.819528818130493,338,338,33,368,0,0,0
3.836434841156006,338,338,33,368,0,0,0
3.8532540798187256,338,338,33,368,0,0,0
3.8695218563079834,338,338,33,368,0,0,0
3.887192487716675,338,338,33,368,0,0,0
3.9024603366851807,338,338,33,368,0,0,0
3.9194672107696533,338,338,33,368,0,0,0
3.9374401569366455,338,338,33,368,0,0,0
3.9535109996795654,338,338,33,368,0,0,0
3.9695627689361572,338,338,33,368,0,0,0
3.9869680404663086,338,338,33,368,0,0,0
4.003477334976196,338,338,33,368,0,0,0
4.020415544509888,338,338,33,368,0,0,0
4.037444353103638,338,338,33,368,0,0,0
4.0540690422058105,338,338,33,368,0,0,0
4.0715837478637695,338,338,33,368,0,0,0
4.088111639022827,338,338,33,368,0,0,0
4.1053407192230225,338,338,33,368,0,0,0
4.121876001358032,338,338,33,368,0,0,0
4.138906955718994,338,338,33,368,0,0,0
4.155284643173218,338,338,33,368,0,0,0
4.171117067337036,338,338,33,368,0,0,0
4.187568187713623,338,338,33,368,0,0,0
4.203904151916504,338,338,33,368,0,0,0
4.221121549606323,338,338,33,368,0,0,0
4.235945463180542,338,338,33,368,0,0,0
4.252110958099365,338,338,33,368,0,0,0
4.268113613128662,338,338,33,368,0,0,0
4.283951759338379,338,338,33,368,0,0,0
4.301300764083862,338,338,33,368,0,0,0
4.318508625030518,338,338,33,368,0,0,0
4.335356712341309,338,338,33,368,0,0,0
4.352437257766724,338,338,33,368,0,0,0
4.369123935699463,338,338,33,368,0,0,0
4.3851637840271,338,338,33,368,0,0,0
4.401466369628906,338,338,33,368,0,0,0
4.418061017990112,338,338,33,368,0,0,0
4.435486316680908,338,338,33,368,0,0,0
4.451881408691406,338,338,33,368,0,0,0
4.469407081604004,338,338,33,368,0,0,0
4.486874580383301,338,338,33,368,0,0,0
4.503054857254028,338,338,33,368,0,0,0
4.519134044647217,338,338,33,368,0,0,0
4.535983324050903,338,338,33,368,0,0,0
4.5521018505096436,338,338,33,368,0,0,0
4.567746162414551,338,338,33,368,0,0,0
4.584099292755127,338,338,33,368,0,0,0
4.600475549697876,338,338,33,368,0,0,0
4.617544889450073,338,338,33,368,0,0,0
4.633644342422485,338,338,33,368,0,0,0
4.650487661361694,338,338,33,368,0,0,0
4.667377233505249,338,338,33,368,0,0,0
4.684415817260742,338,338,33,368,0,0,0
4.701973915100098,338,338,33,368,0,0,0
4.717994213104248,338,338,33,368,0,0,0
4.735065460205078,338,338,33,368,0,0,0
4.751060724258423,338,338,33,368,0,0,0
4.767442941665649,338,338,33,368,0,0,0
4.784571170806885,338,338,33,368,0,0,0
4.801348924636841,338,338,33,368,0,0,0
4.818124771118164,338,338,33,368,0,0,0
4.833547115325928,338,338,33,368,0,0,0
4.8503358364105225,338,338,33,368,0,0,0
4.867500066757202,338,338,33,368,0,0,0
4.884524345397949,338,338,33,368,0,0,0
4.9014294147491455,338,338,33,368,0,0,0
4.91803765296936,338,338,33,368,0,0,0
4.935514450073242,338,338,33,368,0,0,0
4.952459335327148,338,338,33,368,0,0,0
4.9693522453308105,338,338,33,368,0,0,0
4.986112356185913,338,338,33,368,0,0,0
5.002513885498047,338,338,33,368,0,0,0
5.019142389297485,338,338,33,368,0,0,0
5.035029649734497,338,338,33,368,0,0,0
5.0505077838897705,338,338,33,368,0,0,0
5.0671916007995605,338,338,33,368,0,0,0
5.082474708557129,338,338,33,368,0,0,0
5.098791122436523,338,338,33,368,0,0,0
5.115159511566162,338,338,33,368,0,0,0
5.131147861480713,338,338,33,368,0,0,0
5.147324323654175,338,338,33,368,0,0,0
5.163864850997925,338,338,33,368,0,0,0
5.180470943450928,338,338,33,368,0,0,0
5.19698166847229,338,338,33,368,0,0,0
5.213337182998657,338,338,33,368,0,0,0
5.229508876800537,338,338,33,368,0,0,0
5.245955467224121,338,338,33,368,0,0,0
5.262108087539673,338,338,33,368,0,0,0
5.2785234451293945,338,338,33,368,0,0,0
5.2950005531311035,338,338,33,368,0,0,0
5.31150484085083,338,338,33,368,0,0,0
5.328011989593506,338,338,33,368,0,0,0
5.345491409301758,338,338,33,368,0,0,0
5.361963987350464,338,338,33,368,0,0,0
5.379361867904663,338,338,33,368,0,0,0
5.396377325057983,338,338,33,368,0,0,0
5.414211988449097,338,338,33,368,0,0,0
5.429508209228516,338,338,33,368,0,0,0
5.446683645248413,338,338,33,368,0,0,0
5.463072776794434,338,338,33,368,0,0,0
5.479624509811401,338,338,33,368,0,0,0
5.49601411819458,338,338,33,368,0,0,0
5.512983560562134,338,338,33,368,0,0,0
5.529050588607788,338,338,33,368,0,0,0
5.545453786849976,338,338,33,368,0,0,0
5.562578916549683,338,338,33,368,0,0,0
5.579052686691284,338,338,33,368,0,0,0
5.595541715621948,338,338,33,368,0,0,0
5.612284183502197,338,338,33,368,0,0,0
5.6294920444488525,338,338,33,368,0,0,0
5.647406578063965,338,338,33,368,0,0,0
5.663689613342285,338,338,33,368,0,0,0
5.6804039478302,338,338,33,368,0,0,0
5.697570085525513,338,338,33,368,0,0,0
5.713898658752441,338,338,33,368,0,0,0
5.731126308441162,338,338,33,368,0,0,0
5.747411727905273,338,338,33,368,0,0,0
5.763607025146484,338,338,33,368,0,0,0
5.7796385288238525,338,338,33,368,0,0,0
5.796106815338135,338,338,33,368,0,0,0
5.81247615814209,338,338,33,368,0,0,0
5.829066276550293,338,338,33,368,0,0,0
5.8457629680633545,338,338,33,368,0,0,0
5.862521648406982,338,338,33,368,0,0,0
5.879071235656738,338,338,33,368,0,0,0
5.8957109451293945,338,338,33,368,0,0,0
5.912479400634766,338,338,33,368,0,0,0
5.930299997329712,338,338,33,368,0,0,0
5.947286128997803,338,338,33,368,0,0,0
5.991014242172241,338,338,33,368,0,0,0
20220408170845640337
